lea_name,old_lea_name,NAME,leaid,percent_adq_couns_black,percent_adq_couns_white,percent_adq_couns_hispanic,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,top10_flag,avg_exp_year_perc_hispanic,avg_exp_year_perc_black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,perc_ap_stem_hispanic,perc_ap_stem_black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
Meridian Schools,Meridian Public Schools,Michigan,2623580,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meridian Schools,MERIDIAN PUBLIC SCHOOLS,Mississippi,2802910,NA,NA,NA,NA,NA,NA,NA,0,0.887,0.88194,0.89245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meridian Schools,MERIDIAN PUBLIC SCHOOLS,Nebraska,3173660,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meriwether County,Meriwether County,Georgia,1303630,0.5572,0.70222,0.26667,NA,NA,NA,0.76471,0,0.86511,0.83565,0.84751,NA,NA,NA,0.83429,0,0,0,NA,NA,NA,0
Merkel,MERKEL ISD,Texas,4830340,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merrick Union Free,MERRICK UNION FREE SCHOOL DISTRICT,New York,3619110,NA,NA,NA,NA,NA,NA,NA,0,0.95151,NA,0.95619,0.96102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merrill,Merrill Community Schools,Michigan,2623610,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merrill Area,Merrill Area School District,Wisconsin,5509210,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.94606,NA,NA,NA,0.94035,NA,NA,NA,NA,NA,NA,NA
Merrillville Community School Corporation,Merrillville Community School Corp,Indiana,1809690,NA,NA,NA,NA,NA,NA,NA,0,0.81126,0.80806,0.82632,0.83657,NA,NA,0.81563,NA,NA,NA,NA,NA,NA,NA
Merrimack,Merrimack School District,New Hampshire,3304740,NA,NA,NA,NA,NA,NA,NA,1,0.94969,0.95682,0.95,0.94676,NA,NA,0.95586,NA,NA,NA,NA,NA,NA,NA
Merrimack Valley,Merrimack Valley School District,New Hampshire,3304760,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.95146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merritt,MERRITT,Oklahoma,4019800,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merton Community,Merton Community School District,Wisconsin,5509360,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesa,Mesa Unified District,Arizona,0404970,0,0,0,0,0,0,0,1,0.93854,0.94064,0.94848,0.9469,0.93969,0.94315,0.94584,0.72793,0.73698,0.72956,0.76832,0.69905,0.65217,0.65928
Mesa County Valley,Mesa County Valley School District No. 51,Colorado,0804350,0.67391,0.60727,0.77973,0.65079,0.7234,NA,0.67323,0,0.90897,0.92496,0.92511,0.93389,0.91286,NA,0.92231,0.82716,0.84783,0.78442,0.84127,0.74468,NA,0.77953
Mesa Union Elementary,Mesa Union Elementary,California,0624720,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesa Vista Consolidated Schools,MESA VISTA CONSOLIDATED SCHOOLS,New Mexico,3501980,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesabi East,MESABI EAST SCHOOL DISTRICT,Minnesota,2791450,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesick Consolidated Schools,Mesick Consolidated Schools,Michigan,2623670,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesquite,MESQUITE ISD,Texas,4830390,0.01208,0.01464,0.00909,0,0.02941,NA,0.00971,0,0.85375,0.8532,0.8516,0.8635,0.85354,NA,0.85388,0.67609,0.68205,0.68047,0.76829,0.69608,NA,0.67961
Met Career And Tech,MET Career and Tech,Rhode Island,4400003,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metamora Community Consolidated 1,Metamora CCSD 1,Illinois,1725740,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metcalfe County,Metcalfe County,Kentucky,2104140,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methacton,Methacton SD,Pennsylvania,4214250,NA,NA,NA,NA,NA,NA,NA,0,0.98179,0.98318,0.98236,0.98463,NA,NA,0.98307,NA,NA,NA,NA,NA,NA,NA
Methow Valley,Methow Valley School District,Washington,5305020,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Methuen,Methuen,Massachusetts,2507740,NA,NA,NA,NA,NA,NA,NA,0,0.93964,0.93669,0.93632,0.93515,NA,NA,0.93839,NA,NA,NA,NA,NA,NA,NA
Metro Early College High School,Metro Early College High School,Ohio,3901490,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metro Education,Metro Education,California,0600135,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metuchen,Metuchen Public School District,New Jersey,3409990,NA,NA,NA,NA,NA,NA,NA,0,0.94099,0.94344,0.94329,0.94353,NA,NA,0.92162,NA,NA,NA,NA,NA,NA,NA
Mexia,MEXIA ISD,Texas,4830420,1,1,1,NA,NA,NA,1,0,0.81842,0.81728,0.82393,NA,NA,NA,0.81474,0,0,0,NA,NA,NA,0
Mexico 59,MEXICO 59,Missouri,2920810,1,1,1,NA,NA,NA,1,0,0.85257,0.85475,0.85762,NA,NA,NA,0.85148,0,0,0,NA,NA,NA,0
Mexico Central,MEXICO CENTRAL SCHOOL DISTRICT,New York,3619170,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.95712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meyersdale Area,Meyersdale Area SD,Pennsylvania,4215150,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meyersville,MEYERSVILLE ISD,Texas,4830450,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFL MarMac Community,MFL MarMac Comm School District,Iowa,1918120,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.98473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami,MIAMI,Oklahoma,4019860,NA,0,0,NA,0,0,0,0,0.8449,NA,0.84006,NA,0.84053,0.81288,0.83775,0.83077,NA,0.73099,NA,0.71429,0.90476,0.66456
Miami,MIAMI ISD,Texas,4830480,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami,Miami Unified District,Arizona,0405030,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami-Yoder Joint District,Miami-Yoder Joint District No. 60 of the counties of El Pas,Colorado,0805670,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami East Local,Miami East Local,Ohio,3904862,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Elementary,Miami Elem,Montana,3021150,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Reorganized-I,MIAMI R-I,Missouri,2920820,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Reorganized-I,MIAMI R-I,Missouri,2920840,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Trace Local,Miami Trace Local,Ohio,3910010,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Valley Career Tech,Miami Valley Career Tech,Ohio,3905128,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miamisburg City,Miamisburg City,Ohio,3904439,NA,NA,NA,NA,NA,NA,NA,0,0.93485,0.92471,0.9314,0.88925,NA,NA,0.92815,NA,NA,NA,NA,NA,NA,NA
Michigan Center,Michigan Center School District,Michigan,2623790,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.98015,NA,NA,NA,0.98238,NA,NA,NA,NA,NA,NA,NA
Michigan City Area Schools,Michigan City Area Schools,Indiana,1806570,0,0,0,NA,NA,NA,0,0,0.65591,0.67652,0.67819,NA,NA,NA,0.65755,1,1,1,NA,NA,NA,1
Michigan Department of Community Health,Michigan Department of Community Health,Michigan,2600960,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan Department of Corrections,Michigan Department of Corrections,Michigan,2600001,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
Michigan Department of Human Services,Michigan Department of Human Services,Michigan,2600004,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan School For The Deaf,Michigan School for the Deaf,Michigan,2600280,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Buchanan County Reorganized-V,MID-BUCHANAN CO. R-V,Missouri,2911940,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-East Career And Technology Centers,Mid-East Career and Technology Centers,Ohio,3905130,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid-Prairie Community,Mid-Prairie Comm School District,Iowa,1919140,NA,0,0,NA,NA,NA,NA,0,0.91836,NA,0.92125,NA,NA,NA,NA,1,NA,0.95166,NA,NA,NA,NA
Mid-Valley Special Ed Coop,Mid-Valley Special Ed Coop,Illinois,1700054,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid Peninsula,Mid Peninsula School District,Michigan,2623830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid South Community College,MID SOUTH COMMUNITY COLLEGE,Arkansas,0500063,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid State Education District,MID STATE EDUCATION DISTRICT,Minnesota,2700073,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid Valley,Mid Valley SD,Pennsylvania,4215170,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midd-West,Midd-West SD,Pennsylvania,4215210,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.95638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Bucks Institute Of Technology,Middle Bucks Institute of Technology,Pennsylvania,4280100,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Country Central,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,New York,3619200,0,0,0,0,NA,NA,0,0,0.94079,0.93789,0.93537,0.93667,NA,NA,0.94725,1,1,1,1,NA,NA,1
Middle Grove C-1,MIDDLE GROVE C-1,Missouri,2920880,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Township,Middle Township Public School District,New Jersey,3410020,NA,NA,NA,NA,NA,NA,NA,0,0.86956,0.87016,0.87174,0.86240000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middleberg,MIDDLEBERG,Oklahoma,4019890,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middleborough,Middleborough,Massachusetts,2507770,NA,NA,NA,NA,NA,NA,NA,0,0.88458,0.87516,0.87705,NA,NA,NA,0.86885,NA,NA,NA,NA,NA,NA,NA
Middleburgh Central,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,New York,3619260,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middlebury Community Schools,Middlebury Community Schools,Indiana,1806600,0,0,0,0,NA,NA,0,0,0.9291,0.93175,0.93097,0.92987,NA,NA,0.93019,0,0,0,0,NA,NA,0
Middlesboro Independent,Middlesboro Independent,Kentucky,2104170,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.83333,0.91837,NA,NA,NA,0.91667
Middlesex,Middlesex School District,Vermont,5005550,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middlesex Borough,Middlesex Borough School District,New Jersey,3410050,NA,NA,NA,NA,NA,NA,NA,0,0.94752,0.94792,0.9329,0.9349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middlesex County,MIDDLESEX CO PBLC SCHS,Virginia,5102490,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middlesex County Vocational and Technical,Middlesex County Vocational and Technical School District,New Jersey,3410080,0.85549,0.6876,0.92534,0.99481,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.00979,0,0.02645,0.34805,NA,NA,NA
Middleton,Middleton,Massachusetts,2507830,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.9194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middleton,MIDDLETON DISTRICT,Idaho,1602130,NA,0.05566,0.14966,NA,NA,NA,0.03448,0,0.77677,NA,0.78004,NA,NA,NA,0.77866,0,NA,0,NA,NA,NA,0
Middleton,Middleton School District,New Hampshire,3304770,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middleton-Cross Plains Area,Middleton-Cross Plains Area School District,Wisconsin,5509510,NA,NA,NA,NA,NA,NA,NA,0,0.91598,0.91572,0.92047,0.92019,NA,NA,0.91998,NA,NA,NA,NA,NA,NA,NA
Middletown,Middletown,Rhode Island,4400630,NA,NA,NA,NA,NA,NA,NA,0,0.93312,0.93644,0.92842,0.92904,NA,NA,0.93459,NA,NA,NA,NA,NA,NA,NA
Middletown,MIDDLETOWN SCHOOL DISTRICT,Connecticut,0902490,NA,NA,NA,NA,NA,NA,NA,0,0.8969,0.88843,0.88823,0.88341,NA,NA,0.89986,NA,NA,NA,NA,NA,NA,NA
Middletown Area,Middletown Area SD,Pennsylvania,4215240,NA,NA,NA,NA,NA,NA,NA,0,0.9353,0.94395,0.9359,NA,NA,NA,0.94282,NA,NA,NA,NA,NA,NA,NA
Middletown City,Middletown City,Ohio,3904440,NA,NA,NA,NA,NA,NA,NA,0,0.80986,0.81651,0.83261,NA,NA,NA,0.82311,NA,NA,NA,NA,NA,NA,NA
Middletown City,MIDDLETOWN CITY SCHOOL DISTRICT,New York,3619320,NA,NA,NA,NA,NA,NA,NA,0,0.81724,0.81009,0.81764,0.82769,NA,NA,0.8188,NA,NA,NA,NA,NA,NA,NA
Middletown Springs,Middletown Springs School District,Vermont,5005580,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middletown Township,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3410110,1,1,1,1,NA,NA,1,0,0.93307,0.94526,0.92915,0.9288,NA,NA,0.93613,1,1,1,1,NA,NA,1
Middletown Unified,Middletown Unified,California,0624750,NA,0,0,NA,NA,NA,0,0,0.76279,NA,0.73797,NA,NA,NA,0.68529,0.98131,NA,0.98291,NA,NA,NA,1
Midfield City,Midfield City,Alabama,0102350,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
Midkota 7,MIDKOTA 7,North Dakota,3800042,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland,MIDLAND ISD,Texas,4830570,0.04719,0.0144,0.0296,0.00769,0,NA,0.01124,0,0.83017,0.83274,0.83781,0.82469,0.83185,NA,0.82913,0.67168,0.70417,0.69751,0.74615,0.53846,NA,0.68539
Midland,MIDLAND SCHOOL DISTRICT,Arkansas,0500020,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland Borough,Midland Borough SD,Pennsylvania,4215270,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland Community,Midland Comm School District,Iowa,1919200,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland Community Unit 7,Midland CUSD 7,Illinois,1700126,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland County Educational Service Agency,Midland County Educational Service Agency,Michigan,2680800,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland Park,Midland Park School District,New Jersey,3410140,NA,NA,NA,NA,NA,NA,NA,0,0.82872,NA,0.82899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland Schools,Midland Public Schools,Michigan,2623820,0,0,0,0,NA,NA,0,0,0.8163,0.80312,0.80908,0.83393,NA,NA,0.81548,0.9899,0.96667,0.99117,0.99065,NA,NA,0.93878
Midlothian,MIDLOTHIAN ISD,Texas,4830600,0,0,0,0,NA,NA,0,0,0.93264,0.92787,0.9311,0.93303,NA,NA,0.93396,1,1,1,1,NA,NA,1
Midlothian 143,Midlothian SD 143,Illinois,1725920,NA,NA,NA,NA,NA,NA,NA,0,0.88498,0.88287,0.8754,NA,NA,NA,0.87247,NA,NA,NA,NA,NA,NA,NA
Midvale,MIDVALE DISTRICT,Idaho,1602160,NA,0.12931,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Midview Local,Midview Local,Ohio,3904817,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Midway,MIDWAY,Oklahoma,4014670,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midway,MIDWAY ISD,Texas,4830640,0,0,0,0,NA,NA,0,0,0.94764,0.94683,0.94763,0.94549,NA,NA,0.95049,0.99824,1,0.99858,1,NA,NA,1
Midway,MIDWAY ISD,Texas,4830660,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midway 128,MIDWAY 128,North Dakota,3812920,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midway Elementary,Midway Elementary,California,0624780,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midway Reorganized-I,MIDWAY R-I,Missouri,2931800,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midwest Central Community Unit 191,Midwest Central CUSD 191,Illinois,1743962,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midwest City-Del City,MIDWEST CITY-DEL CITY,Oklahoma,4019950,0,0,0,0,0,0,0,1,0.83296,0.83859,0.85146,0.8403,0.84644,0.86269,0.83172,1,1,1,1,1,1,1
Midwest Special Education Coop,MIDWEST SPECIAL EDUCATION COOP.,Minnesota,2700041,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mifflin County,Mifflin County SD,Pennsylvania,4215290,0,0,0,NA,NA,NA,0,0,0.91452,0.91178,0.90307,NA,NA,NA,0.91721,0.43636,0.65714,0.61037,NA,NA,NA,0.58974
Mifflin County Academy Of Science And Technology,Mifflin County Academy of Science and Technology,Pennsylvania,4200878,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mifflinburg Area,Mifflinburg Area SD,Pennsylvania,4226010,NA,NA,NA,NA,NA,NA,NA,0,0.91177,NA,0.92081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milaca,MILACA PUBLIC SCHOOL DISTRICT,Minnesota,2720670,NA,0.04854,NA,NA,NA,NA,0.07692,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
Milan,Milan,Tennessee,4702970,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milan,Milan School District,New Hampshire,3304800,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milan Area Schools,Milan Area Schools,Michigan,2623850,0,0,0,NA,NA,NA,0,0,0.98679,0.98838,0.98619,NA,NA,NA,0.98069,1,0.95349,0.94073,NA,NA,NA,0.90476
Milan C-2,MILAN C-2,Missouri,2920940,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milan Community Schools,Milan Community Schools,Indiana,1806630,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milano,MILANO ISD,Texas,4830690,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milbank,Milbank School District 25-4,South Dakota,4600002,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milburn,MILBURN,Oklahoma,4019980,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mildred,MILDRED ISD,Texas,4830720,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles,MILES ISD,Texas,4830750,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles City Elementary,Miles City Elem,Montana,3018410,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.93606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milford,Milford,Massachusetts,2507860,NA,NA,NA,NA,NA,NA,NA,0,0.94389,0.94656,0.94271,0.93936,0.94788,NA,0.94559,NA,NA,NA,NA,NA,NA,NA
Milford,MILFORD ISD,Texas,4830780,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milford,Milford School District,Delaware,1001080,NA,NA,NA,NA,NA,NA,NA,0,0.91669,0.91017,0.91063,NA,NA,NA,0.90997,NA,NA,NA,NA,NA,NA,NA
Milford,Milford School District,New Hampshire,3304830,NA,NA,NA,NA,NA,NA,NA,0,0.96688,NA,0.97026,NA,NA,NA,0.96651,NA,NA,NA,NA,NA,NA,NA
Milford,MILFORD SCHOOL DISTRICT,Connecticut,0902520,0.51613,0.46303,0.52294,0.51562,NA,NA,0.6,0,0.89216,0.88186,0.88877,0.88638,NA,NA,0.89182,1,1,1,1,NA,NA,1
Milford Area 124,Milford Area PSD 124,Illinois,1701416,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milford Borough,Milford Borough School District,New Jersey,3410170,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milford Central,MILFORD CENTRAL SCHOOL DISTRICT,New York,3619350,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milford Exempted Village,Milford Exempted Village,Ohio,3904550,NA,NA,NA,NA,NA,NA,NA,0,0.94082,0.9515,0.94464,0.95846,NA,NA,0.93972,NA,NA,NA,NA,NA,NA,NA
Milford Schools,Milford Public Schools,Maine,2308250,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milford Schools,MILFORD PUBLIC SCHOOLS,Nebraska,3173710,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mill A,Mill A School District,Washington,5305040,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mill Creek,MILL CREEK,Oklahoma,4020040,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mill Creek Community Corporation,Mill Creek Community Sch Corp,Indiana,1806660,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.8873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mill River Unified,Mill River Unified School District,Vermont,5000393,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.95948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mill Valley Elementary,Mill Valley Elementary,California,0624870,NA,NA,NA,NA,NA,NA,NA,0,0.91115,NA,0.90196,0.9083,NA,NA,0.90678,NA,NA,NA,NA,NA,NA,NA
